0,1,2,3,4,5,6,7,8,9
0.022851919561243144,0.17986245812026097,0.031239153071850045,0.045454545454545456,0.0,0.018404907975460121,0.088996763754045291,0.026178010471204185,0.14756043304167288,0.16739569313593541
0.014124293785310736,0.21886336154776298,0.029745808545159545,0.11627906976744184,0.0,0.01215066828675577,0.12206485277674246,0.088248954946586147,0.16091954022988506,0.12306415929203539
0.16801853997682503,0.42917884666489498,0.056980056980056981,0.18440463645943098,0.0,0.053715308863025973,0.34571533652077974,0.039177277179236039,0.15885947046843177,0.24863928748144476
0.2181987000928505,0.52311435523114358,0.036730945821854918,0.26275820170109349,0.0,0.12997903563941299,0.51165434906196705,0.31339031339031342,0.22543352601156066,0.29014844804318485
0.78826060233558692,0.93977812995245635,0.62822252374491183,0.49780701754385964,0.0,0.37987679671457908,0.7933956750438339,0.71274005950770891,0.54661791590493591,0.59661620658949244
0.84879406307977734,0.95089412432585851,0.81412367361873395,0.67001870907390082,0.0,0.63281824871228842,0.83379196477710515,0.67086582683463314,0.67025808068153347,0.76008064516129037
0.88745980707395522,0.91800356506238856,0.8203013932328691,0.80832196452933147,0.0,0.53289726818006911,0.84945930563460448,0.84946547240681902,0.78501904358865848,0.77214125560538116
0.87212563095905771,0.94951608684279354,0.88014418744367684,0.88476070528967232,0.0,0.78728461081402257,0.89859731151373456,0.8743610438525693,0.81272575715476525,0.81709354120267275
0.87753010504739926,0.94768764215314627,0.87179487179487181,0.86796246648793574,0.01488095238095238,0.7336726039016116,0.85939588345362206,0.82176771365960555,0.7710027100271003,0.56133904878546637
0.86091067429708867,0.94482237339380204,0.86587436332767398,0.86474867724867732,0.12499999999999999,0.73981834163492521,0.88876309085762806,0.81359176836563785,0.74727555786196176,0.57112299465240646
0.84947291002696745,0.93726568357910522,0.86350974930362123,0.86864406779661008,0.44043624161073824,0.79129574678536108,0.88534312341146559,0.79909760151982911,0.80307692307692302,0.60499609679937549
0.84864070536370317,0.94102885821831861,0.86468276249298159,0.87151394422310757,0.45650921658986171,0.7950224680262703,0.90066608746017951,0.79412467160257949,0.79824010056568195,0.61179438662882379
0.89837997054491914,0.9552473174561632,0.91283459162662994,0.86370839936608568,0.27187173231090972,0.75550122249388763,0.89996654399464704,0.86922838549736592,0.69397993311036799,0.12269938650306748
0.83436853002070388,0.90845805777932487,0.71081409477521262,0.62684365781710916,0.15058855986757405,0.36216216216216218,0.39411206077872751,0.63987138263665599,0.06811989100817438,0.0
0.76884672990514225,0.84808563194730335,0.59278350515463907,0.49010791366906475,0.13655287260616156,0.20367936925098556,0.15990159901599016,0.40054005400540055,0.014326647564469915,0.0
0.58823529411764708,0.39276257722859664,0.38986354775828458,0.23923444976076555,0.12160759305946905,0.039001560062402497,0.0070126227208976164,0.18120045300113252,0.0,0.0
