0,1,2,3,4,5,6,7,8,9
0.042349726775956283,0.00411522633744856,0.026548672566371681,0.2680115273775216,0.0,0.05993690851735016,0.27313432835820894,0.10869565217391304,0.40408163265306124,0.16901408450704225
0.023224043715846996,0.0013717421124828531,0.02359882005899705,0.2723342939481268,0.0,0.058359621451104099,0.31343283582089554,0.28396739130434784,0.27210884353741499,0.11971830985915492
0.030054644808743168,0.18792866941015088,0.25958702064896755,0.49279538904899134,0.0,0.26340694006309151,0.18507462686567164,0.20380434782608695,0.18095238095238095,0.19577464788732393
0.20218579234972678,0.38683127572016462,0.057522123893805309,0.24063400576368876,0.0,0.088328075709779186,0.46119402985074626,0.082880434782608689,0.90884353741496604,0.10563380281690141
0.69262295081967218,0.8079561042524005,0.45132743362831856,0.79106628242074928,0.0,0.60410094637223977,0.77164179104477615,0.63451086956521741,0.60408163265306125,0.59718309859154928
0.90163934426229508,0.96707818930041156,0.57669616519174038,0.79971181556195969,0.0,0.37066246056782337,0.92388059701492542,0.61413043478260865,0.72108843537414968,0.85915492957746475
0.86338797814207646,0.95884773662551437,0.78761061946902655,0.48559077809798273,0.0,0.84384858044164035,0.84029850746268653,0.86956521739130432,0.46938775510204084,0.75211267605633803
0.93032786885245899,0.96707818930041156,0.76253687315634222,0.93804034582132567,0.0,0.41640378548895901,0.89850746268656712,0.81657608695652173,0.68707482993197277,0.87746478873239442
0.92682926829268297,0.97251308900523559,0.77869986168741356,0.93472222222222223,0.0028530670470756064,0.46439628482972134,0.86552217453505009,0.82285714285714284,0.69432314410480345,0.87179487179487181
0.93113342898134865,0.97382198952879584,0.76210235131396953,0.93472222222222223,0.015691868758915834,0.43653250773993807,0.88125894134477822,0.84142857142857141,0.68558951965065507,0.84464555052790347
0.92395982783357244,0.96596858638743455,0.7136929460580913,0.94027777777777777,0.36233951497860201,0.39318885448916407,0.78969957081545061,0.81571428571428573,0.62154294032023294,0.77677224736048267
0.91678622668579624,0.9672774869109948,0.69709543568464727,0.9375,0.48359486447931527,0.38544891640866874,0.76680972818311877,0.8214285714285714,0.60553129548762741,0.73453996983408754
0.82352941176470584,0.95287958115183247,0.49515905947441219,0.89166666666666672,0.92439372325249647,0.21981424148606812,0.40629470672389129,0.6328571428571429,0.28529839883551672,0.36199095022624433
0.60114777618364423,0.84816753926701571,0.21853388658367912,0.51527777777777772,1.0,0.035603715170278639,0.067238912732474967,0.36571428571428571,0.010189228529839884,0.0030165912518853697
0.32711621233859395,0.64790575916230364,0.084370677731673588,0.25833333333333336,1.0,0.0030959752321981426,0.0042918454935622317,0.12285714285714286,0.001455604075691412,0.0
0.20516499282639886,0.46335078534031415,0.033195020746887967,0.090277777777777776,1.0,0.0,0.0,0.050000000000000003,0.0,0.0
