0,1,2,3,4,5,6,7,8,9
0.12805755395683452,0.063324538258575203,0.0,0.0,0.047552447552447551,0.17721518987341772,0.0,0.015277777777777777,0.019345238095238096,0.021398002853067047
0.19856115107913669,0.010554089709762533,0.0,0.0,0.071328671328671323,0.28322784810126583,0.0,0.013888888888888888,0.072916666666666671,0.054208273894436519
0.15683453237410072,0.060686015831134567,0.037572254335260118,0.07355021216407355,0.1062937062937063,0.04746835443037975,0.04519774011299435,0.3611111111111111,0.14285714285714285,0.078459343794579167
0.26474820143884892,0.31530343007915568,0.062138728323699419,0.24328147100424327,0.047552447552447551,0.080696202531645569,0.17796610169491525,0.19722222222222222,0.32589285714285715,0.032810271041369472
0.79136690647482011,0.90237467018469653,0.44942196531791906,0.47383309759547382,0.0041958041958041958,0.12025316455696203,0.62005649717514122,0.51944444444444449,0.29166666666666669,0.40513552068473607
0.69928057553956835,0.89445910290237463,0.53179190751445082,0.5205091937765205,0.0013986013986013986,0.620253164556962,0.67937853107344637,0.66388888888888886,0.50297619047619047,0.55920114122681885
0.8446043165467626,0.85224274406332456,0.60260115606936415,0.7213578500707214,0.0,0.52689873417721522,0.78531073446327682,0.55833333333333335,0.37202380952380953,0.82738944365192579
0.86187050359712225,0.90765171503957787,0.69219653179190754,0.6633663366336634,0.0,0.51265822784810122,0.89265536723163841,0.78611111111111109,0.84077380952380953,0.77460770328102713
0.88633093525179851,0.93403693931398413,0.72832369942196529,0.7213578500707214,0.027972027972027972,0.56329113924050633,0.90112994350282483,0.84305555555555556,0.7678571428571429,0.65620542082738942
0.87913669064748201,0.92480211081794195,0.72687861271676302,0.69589816124469595,0.27132867132867133,0.46044303797468356,0.86581920903954801,0.83194444444444449,0.70833333333333337,0.46790299572039945
0.63165467625899285,0.55408970976253302,0.27023121387283239,0.34370579915134369,0.965034965034965,0.10126582278481013,0.55508474576271183,0.40833333333333333,0.12946428571428573,0.0014265335235378032
0.34244604316546762,0.36279683377308708,0.13439306358381503,0.17963224893917965,0.99020979020979016,0.04588607594936709,0.31779661016949151,0.1986111111111111,0.047619047619047616,0.0
0.11510791366906475,0.10290237467018469,0.031791907514450865,0.033946251768033946,1.0,0.0094936708860759497,0.10875706214689265,0.058333333333333334,0.0059523809523809521,0.0
0.089208633093525183,0.080474934036939311,0.023121387283236993,0.024045261669024046,1.0,0.0031645569620253164,0.077683615819209045,0.041666666666666664,0.0,0.0
0.058992805755395686,0.050131926121372031,0.017341040462427744,0.015558698727015558,1.0,0.0031645569620253164,0.031073446327683617,0.025000000000000001,0.0,0.0
0.034532374100719423,0.022427440633245383,0.010115606936416185,0.0056577086280056579,1.0,0.0015822784810126582,0.018361581920903956,0.013888888888888888,0.0,0.0
